"Region, development group, country or area",Both 1990,Both 1995,Both 2000,Both 2005,Both 2010,Both 2015,Both 2020,Male 1990,Male 1995,Male 2000,Male 2005,Male 2010,Male 2015,Male 2020,Female 1990,Female 1995,Female 2000,Female 2005,Female 2010,Female 2015,Female 2020
   Sao Tome and Principe,4.682453800404325,3.748509633274858,3.0682393296969015,2.180070107701687,1.4969063934535294,1.2003670295177975,0.9759948165960184,5.014944636913253,3.910374462860651,3.147231233282113,2.21586389181144,1.499606242443737,1.1997353967044864,0.9728744016412126,4.357916024334046,3.589951743110991,2.991108641289247,2.144994593507179,1.4942082802194758,1.2009993277614455,0.979120618161226
  Northern Africa,1.7197952499610487,1.3300309806413162,1.1092787940261044,0.9385827525850831,0.9618790647827699,0.9554644391403935,1.286558799945294,1.749999072182403,1.4033504273157176,1.2264085862006004,1.1164298764081464,1.134404472207006,1.132738375002647,1.445212099929907,1.6891964405459006,1.2556880817645146,0.99077183160539,0.7588482776488609,0.7879993626811841,0.7765586498445471,1.1263350318272627
   Algeria,1.0635325956819848,0.911168828423104,0.8057086605675788,0.5964695931066688,0.6039004819991278,0.6027811101585229,0.5709738762656112,1.1524224735959756,0.9866767465677353,0.8718907687250586,0.6467483322077437,0.6326288339639763,0.6305955310462961,0.5964753328186287,0.9724498481313472,0.8336953955618204,0.7377112832689978,0.5450175366445159,0.5746153856084368,0.574401235874724,0.5449357948144083
   Egypt,0.309672426276058,0.26783927397597057,0.2684437158122856,0.3773735502143066,0.3745920010578865,0.38255219466092394,0.5315289717378818,0.32614734946914503,0.2820902105665077,0.28347127873529054,0.43365170401042064,0.4164547763466776,0.4440139340829397,0.5600308934542154,0.2930331107578364,0.25338397350406994,0.25320983324808655,0.32008538674140835,0.3318591633592987,0.3197559595083385,0.5024239732304415
   Libya,10.302224892898108,10.265951556701873,10.59065569245224,10.785541030056315,11.08791421029881,12.014773347833504,12.028852818984275,10.376816799098735,11.609851933933582,13.266910681454263,14.90744828878007,15.526690701866604,16.904869647128358,17.118536228027665,10.219056045397688,8.788152636000305,7.702468922129338,6.398403665446156,6.457696744168874,7.003320372575773,6.84016399465107
   Morocco,0.2212842338036932,0.18655821396071126,0.18418630315716591,0.18460338428155146,0.22010374671988558,0.26663121738510315,0.27731360766748636,0.2345205451115912,0.19560471789880735,0.19085789759439714,0.18933734190205664,0.22500412151163188,0.2701467278712721,0.28775086072213035,0.2081072121766087,0.17760512578299273,0.17763239107133033,0.1799816605073217,0.21533778568864886,0.26318032531413765,0.26703172278352133
   Sudan,6.9630951430821115,4.3718917750558095,2.9517339657948543,1.7655172226613964,1.7910225770931807,1.5950539275326896,3.145199524306779,6.892726710168456,4.350195986010551,2.958332288409505,1.7923321026051542,1.8253647427543258,1.6056164167270754,3.127620274433699,7.0338753730185735,4.393721839052706,2.945097091541226,1.7385617976159475,1.756839994981728,1.5845205549287331,3.1627509904077
   Tunisia,0.46083055535638484,0.41496263177504544,0.37822092679629193,0.3466980277987703,0.4059332906764255,0.5056551678983209,0.5089004484280649,0.4552557103879959,0.41322538195412534,0.38204864304110636,0.35585056885678856,0.4193072153237591,0.5278775579586208,0.5370300603062542,0.4664878675021926,0.41673539560747347,0.37433762057811093,0.33752766924665367,0.3926325509938464,0.48381389863124247,0.48122935292603086
   Western Sahara,1.2372386747553599,1.1692452129012068,1.047065415324275,0.8893389041772186,0.935519335037937,0.9842059554057213,0.9080407814775753,1.2866678376954155,1.2424370127329099,1.1171655497038326,0.9641395574668794,1.0329050652683696,1.1072661854878993,1.0263882661884327,1.1828081781078938,1.090011486668133,0.9700565198220226,0.8059213706948232,0.8272167958872241,0.8481866010522315,0.7784053039604307
  Southern Africa,3.31839806659043,2.537484822597059,2.4642296517917215,2.8963863598940045,4.029471339490772,5.521792597241551,4.629486166873325,4.055328772012599,3.0818621372896104,2.9489053357469075,3.3859359732479546,4.704033239951176,6.143759487569621,5.336888262111315,2.599814460357871,2.009737915653886,1.9954715934106988,2.4227557445098657,3.3755798736277147,4.918105464935681,3.944275690982942
